order_id,customer_id,order_timestamp,promised_delivery_date,actual_delivery_date,product_name,category,quantity,gross_sales_usd,discount_rate,net_sales_usd,cost_usd,sales_channel,shipping_mode,warehouse,sales_region,returned_flag,satisfaction_score,customer_segment,delivery_delay_days,late_flag,gross_margin_usd,gross_margin_pct,order_month,first_order_date,customer_country,account_tier,acquisition_motion,account_status
O501679,C31671,2025-02-23 00:00:00,2025-02-26,2025-03-02,USB-C Hub,Accessories,6.0,327.8,0.0,327.8,186.92,Marketplace,Same Day,DAL-WH2,East,False,5.0,Consumer,4,1,140.88000000000002,0.4297742525930446,2025-02,2025-11-16,UK,Startup,Partner,Active
O501680,C31369,2025-05-11 04:00:00,2025-11-09,2025-11-09,Mouse,Electronics,1.0,42.07,0.1,37.86,29.36,Marketplace,Express,DAL-WH2,West,False,4.0,SMB,0,0,8.5,0.22451135763338617,2025-05,2025-10-25,DE,Mid Market,Outbound,Churned
O501681,C31154,2025-09-12 18:00:00,2025-09-19,2025-09-19,Webcam,Electronics,2.0,184.48,0.05,175.26,112.07,Online,Standard,TOR-WH1,East,False,4.0,Unknown,0,0,63.19,0.3605500399406596,2025-09,2025-09-12,AU,Small Business,Partner,Active
O501682,C31158,2025-01-02 16:00:00,2025-01-04,2025-01-04,Mouse,Electronics,3.0,127.17,0.1,114.45,82.08,Retail,Same Day,VAN-WH1,West,False,2.0,SMB,0,0,32.370000000000005,0.2828309305373526,2025-01,2024-03-08,US,Enterprise,Self-Serve,Churned
O501683,C30242,2025-03-29 07:00:00,2025-03-31,2025-04-04,Mouse,Electronics,4.0,194.8,0.05,185.06,105.88,B2B Sales,Express,DAL-WH2,East,False,3.0,Unknown,4,1,79.18,0.4278612341943154,2025-03,2025-11-05,US,,Partner,Active
O501684,C30325,2025-07-12 21:00:00,2025-07-15,2025-07-17,USB-C Hub,Accessories,4.0,185.63,0.05,176.35,113.89,Online,Standard,VAN-WH1,EU,False,5.0,Unknown,2,1,62.459999999999994,0.3541820243833286,2025-07,2024-11-21,IN,Mid Market,Self-Serve,At Risk
O501685,C31679,2025-01-18 11:00:00,2025-01-20,2025-01-24,Printer Ink,Supplies,1.0,49.92,0.25,37.44,23.96,Online,Express,,EU,True,1.0,SMB,4,1,13.479999999999997,0.360042735042735,2025-01,2024-09-04,CA,Enterprise,Self-Serve,Active
O501686,C30232,2025-09-04 05:00:00,2025-09-09,2025-09-09,Office Chair,Furniture,1.0,283.71,0.15,241.15,145.28,Marketplace,Express,BER-WH3,East,False,2.0,Consumer,0,0,95.87,0.3975533900062202,2025-09,2024-08-06,FR,Small Business,Self-Serve,Churned
O501687,C31209,2025-03-17 16:00:00,2025-03-20,2025-03-23,Desk Lamp,Furniture,5.0,267.4,0.05,254.03,192.14,Marketplace,Standard,TOR-WH1,East,False,4.0,SMB,3,1,61.890000000000015,0.24363264181395905,2025-03,2025-01-13,FR,Small Business,Self-Serve,Active
O501688,C31022,2025-12-20 17:00:00,2025-12-27,2025-12-29,Laptop Stand,Accessories,1.0,39.36,0.0,39.36,31.0,Retail,Express,BER-WH3,East,True,3.0,SMB,2,1,8.36,0.2123983739837398,2025-12,2025-11-02,DE,Startup,Outbound,At Risk
O501689,C30571,2025-08-25 16:00:00,2025-08-29,2025-09-01,Webcam,Electronics,1.0,96.87,0.1,87.18,67.28,B2B Sales,Standard,VAN-WH1,West,False,5.0,Consumer,3,1,19.900000000000006,0.22826336315668735,2025-08,2025-08-25,,Small Business,Inbound,At Risk
O501690,C30917,2025-01-21 20:00:00,2025-01-28,2025-01-28,Webcam,Electronics,1.0,101.01,0.05,95.96,59.82,B2B Sales,Express,,East,False,2.0,Unknown,0,0,36.13999999999999,0.3766152563568153,2025-01,2024-05-06,FR,Small Business,Self-Serve,At Risk
O501691,C30362,2025-12-02 16:00:00,2025-12-07,2025-12-08,Desk Lamp,Furniture,1.0,56.15,0.1,50.53,28.11,Online,Same Day,TOR-WH1,West,False,2.0,Unknown,1,1,22.42,0.44369681377399567,2025-12,2024-03-28,DE,,Self-Serve,Churned
O501692,C31194,2025-03-12 07:00:00,2025-03-18,2025-03-17,Keyboard,Electronics,1.0,90.25,0.05,85.74,57.45,B2B Sales,Express,TOR-WH1,Central,False,4.0,SMB,-1,0,28.289999999999992,0.32995101469559124,2025-03,2024-12-22,IN,Enterprise,Partner,Churned
O501693,C30301,2025-08-25 20:00:00,2025-08-31,2025-09-04,Office Chair,Furniture,3.0,681.54,0.1,613.39,374.42,Marketplace,Express,,EU,True,2.0,Unknown,4,1,238.96999999999997,0.38958900536363483,2025-08,2025-10-28,FR,Enterprise,Outbound,Active
O501694,C31598,2025-02-27 02:00:00,2025-03-06,2025-03-09,Laptop Stand,Accessories,3.0,112.08,0.0,112.08,67.62,Online,Express,DAL-WH2,Central,True,1.0,SMB,3,1,44.459999999999994,0.3966809421841541,2025-02,2024-06-10,UK,Enterprise,Self-Serve,Active
O501695,C30227,2025-11-23 10:00:00,2025-11-28,2025-11-30,Notebook Pack,Supplies,4.0,74.48,0.1,67.03,48.16,B2B Sales,Standard,,East,False,4.0,SMB,2,1,18.870000000000005,0.2815157392212443,2025-11,2025-08-13,CA,Mid Market,Self-Serve,Active
O501696,C31769,2025-10-25 12:00:00,2025-10-28,2025-10-31,Keyboard,Electronics,1.0,94.16,0.1,84.74,48.2,Online,Express,TOR-WH1,West,False,2.0,Consumer,3,1,36.53999999999999,0.43120132168987485,2025-10,2024-01-15,DE,Startup,Self-Serve,Churned
O501697,C30744,2025-03-10 20:00:00,2025-03-15,2025-03-18,Printer Ink,Supplies,2.0,98.4,0.15,83.64,50.83,B2B Sales,Standard,BER-WH3,EU,False,2.0,SMB,3,1,32.81,0.39227642276422764,2025-03,2024-10-28,UK,,Outbound,Churned
O501698,C31616,2025-03-15 00:00:00,2025-03-18,2025-03-20,Keyboard,Electronics,3.0,220.03,0.0,220.03,166.19,B2B Sales,Same Day,TOR-WH1,EU,False,4.0,Consumer,2,1,53.84,0.24469390537653957,2025-03,2024-12-22,FR,Mid Market,Outbound,At Risk
O501699,C30558,2025-07-06 18:00:00,2025-07-13,2025-07-15,Keyboard,Electronics,2.0,164.81,0.2,131.85,98.54,Retail,Same Day,VAN-WH1,West,False,2.0,SMB,2,1,33.30999999999999,0.25263557072430787,2025-07,2025-10-04,CA,Mid Market,Partner,At Risk
O501700,C30206,2025-03-06 13:00:00,2025-03-08,2025-03-10,Webcam,Electronics,7.0,727.13,0.15,618.06,344.5,Online,Standard,TOR-WH1,West,False,4.0,SMB,2,1,273.55999999999995,0.4426107497653949,2025-03,2024-03-15,US,Small Business,Inbound,Active
O501701,C30321,2025-07-25 05:00:00,2025-07-30,2025-07-30,"Monitor 27""",Electronics,1.0,257.58,0.25,193.19,134.16,Retail,Standard,TOR-WH1,West,False,4.0,Unknown,0,0,59.03,0.30555411770795593,2025-07,2024-05-24,UK,Enterprise,Self-Serve,Active
O501702,C30452,2025-01-18 12:00:00,2025-01-24,2025-01-28,Mouse,Electronics,1.0,41.4,0.25,31.05,18.67,Online,Standard,DAL-WH2,Central,False,4.0,Consumer,4,1,12.379999999999999,0.39871175523349434,2025-01,2025-02-03,DE,Small Business,Self-Serve,Churned
O501703,C30755,2025-04-26 02:00:00,2025-04-29,2025-04-30,Notebook Pack,Supplies,3.0,49.66,0.25,37.24,28.65,Retail,Express,DAL-WH2,West,False,4.0,Unknown,1,1,8.590000000000003,0.2306659505907627,2025-04,2025-01-16,CA,Small Business,Inbound,Active
O501704,C31788,2025-10-12 19:00:00,2025-12-13,2025-12-13,Notebook Pack,Supplies,4.0,88.53,0.1,79.68,63.32,B2B Sales,Express,BER-WH3,East,False,5.0,Unknown,0,0,16.360000000000007,0.2053212851405623,2025-10,2025-11-27,IN,Enterprise,Self-Serve,At Risk
O501705,C30381,2025-12-19 10:00:00,2025-12-26,2025-12-25,Laptop Stand,Accessories,3.0,123.17,0.2,98.54,70.07,Online,Express,BER-WH3,West,False,3.0,SMB,-1,0,28.470000000000013,0.2889182058047495,2025-12,2024-08-27,AU,Small Business,Self-Serve,At Risk
O501706,C31521,2025-09-07 09:00:00,2025-09-12,2025-09-15,USB-C Hub,Accessories,4.0,184.12,0.0,184.12,137.46,B2B Sales,Same Day,TOR-WH1,West,False,4.0,Consumer,3,1,46.66,0.25342168151205735,2025-09,2024-12-24,US,Enterprise,Partner,Churned
O501707,C30496,2025-07-26 01:00:00,2025-08-02,2025-08-02,"Monitor 27""",Electronics,4.0,1141.3,0.1,1027.17,773.13,Retail,Standard,BER-WH3,Central,False,2.0,SMB,0,0,254.04000000000008,0.2473203072519642,2025-07,2025-07-02,AU,,Self-Serve,Active
O501708,C31436,2025-12-15 07:00:00,2025-12-21,2025-12-21,Office Chair,Furniture,2.0,413.04,0.2,330.43,263.82,B2B Sales,Same Day,VAN-WH1,West,False,3.0,SMB,0,0,66.61000000000001,0.20158581242623252,2025-12,2024-03-13,IN,Small Business,Partner,Churned
O501709,C30774,2025-10-10 13:00:00,2025-10-12,2025-10-14,Laptop Stand,Accessories,3.0,127.11,0.1,114.4,67.4,B2B Sales,Express,,East,False,4.0,Consumer,2,1,47.0,0.41083916083916083,2025-10,2024-05-05,US,Mid Market,Self-Serve,Active
O501710,C30362,2025-12-05 03:00:00,2025-12-09,2025-12-08,Laptop Stand,Accessories,1.0,31.84,0.05,30.25,17.14,Online,Express,VAN-WH1,East,False,5.0,Unknown,-1,0,13.11,0.4333884297520661,2025-12,2024-03-28,DE,,Self-Serve,Churned
O501711,C31662,2025-06-18 22:00:00,2025-06-24,2025-06-26,USB-C Hub,Accessories,1.0,43.1,0.05,40.95,23.5,Online,Same Day,BER-WH3,EU,False,2.0,Enterprise,2,1,17.450000000000003,0.42612942612942617,2025-06,2025-10-18,UK,Small Business,Self-Serve,At Risk
O501712,C30022,2025-09-15 10:00:00,2025-09-19,2025-09-18,Desk Lamp,Furniture,1.0,52.11,0.05,49.5,36.06,Retail,Standard,BER-WH3,West,False,4.0,Enterprise,-1,0,13.439999999999998,0.2715151515151515,2025-09,2024-06-09,,Small Business,Self-Serve,Churned
O501713,C31647,2025-01-12 22:00:00,2025-01-14,2025-01-14,Notebook Pack,Supplies,3.0,55.27,0.15,46.98,26.35,Online,Express,VAN-WH1,Central,False,3.0,Consumer,0,0,20.629999999999995,0.43912303107705397,2025-01,2025-01-11,CA,Mid Market,Partner,Active
O501714,C30843,2025-04-19 09:00:00,2025-04-24,2025-04-28,"Monitor 27""",Electronics,4.0,971.35,0.15,825.65,597.45,Online,Express,DAL-WH2,West,False,4.0,SMB,4,1,228.19999999999993,0.27638830012717247,2025-04,2025-10-08,,Small Business,Self-Serve,At Risk
O501715,C31625,2025-08-30 07:00:00,2025-09-06,2025-09-07,USB-C Hub,Accessories,2.0,98.93,0.2,79.14,47.2,Online,Standard,,EU,False,3.0,Unknown,1,1,31.939999999999998,0.4035885772049532,2025-08,2024-08-03,AU,,Inbound,Active
O501716,C30610,2025-11-08 20:00:00,2025-11-15,2025-11-16,Printer Ink,Supplies,2.0,103.5,0.1,93.15,69.17,Marketplace,Standard,,West,False,2.0,Enterprise,1,1,23.980000000000004,0.257434245840043,2025-11,2025-08-17,US,Small Business,Partner,Churned
O501717,C30727,2025-05-27 07:00:00,2025-06-01,2025-06-05,"Monitor 27""",Electronics,2.0,634.38,0.0,634.38,494.64,B2B Sales,Express,TOR-WH1,Central,False,5.0,Consumer,4,1,139.74,0.22027806677385794,2025-05,2025-01-31,,Startup,Inbound,Churned
O501718,C31008,2025-09-24 03:00:00,2025-09-29,2025-10-01,Webcam,Electronics,2.0,186.84,0.0,186.84,149.26,Online,Standard,TOR-WH1,West,False,3.0,SMB,2,1,37.58000000000001,0.20113466067223298,2025-09,2025-08-04,,Startup,Partner,Churned
O501719,C30768,2025-02-27 00:00:00,2025-03-05,2025-03-06,Notebook Pack,Supplies,1.0,16.37,0.2,13.1,8.76,Retail,Standard,TOR-WH1,West,False,3.0,SMB,1,1,4.34,0.33129770992366414,2025-02,2024-10-22,AU,,Self-Serve,Active
O501720,C31157,2025-01-07 20:00:00,2025-07-07,2025-07-07,USB-C Hub,Accessories,2.0,101.88,0.2,81.5,47.82,B2B Sales,Express,,EU,True,3.0,Unknown,0,0,33.68,0.4132515337423313,2025-01,2024-08-15,,Mid Market,Self-Serve,At Risk
O501721,C30073,2025-01-03 06:00:00,2025-01-09,2025-01-11,Printer Ink,Supplies,1.0,41.36,0.15,35.16,22.75,Marketplace,Same Day,BER-WH3,West,False,3.0,Enterprise,2,1,12.409999999999997,0.35295790671217286,2025-01,2024-01-04,FR,Startup,Partner,At Risk
O501722,C30459,2025-08-17 13:00:00,2025-08-23,2025-08-24,Webcam,Electronics,4.0,384.88,0.15,327.15,186.07,Online,Standard,BER-WH3,West,False,3.0,Consumer,1,1,141.07999999999998,0.43123949258749805,2025-08,2024-09-28,US,Small Business,Inbound,Active
O501723,C30499,2025-09-27 10:00:00,2025-10-04,2025-10-07,"Monitor 27""",Electronics,4.0,1241.29,0.15,1055.1,644.37,Retail,Standard,TOR-WH1,West,False,2.0,SMB,3,1,410.7299999999999,0.3892806369064543,2025-09,2024-09-05,UK,Mid Market,Self-Serve,At Risk
O501724,C30361,2025-10-08 02:00:00,2025-10-14,2025-10-15,Notebook Pack,Supplies,4.0,76.66,0.0,76.66,54.26,Marketplace,Standard,TOR-WH1,Central,False,4.0,Enterprise,1,1,22.4,0.2921993216801461,2025-10,2024-03-23,CA,Mid Market,Self-Serve,Active
O501725,C31440,2025-05-01 06:00:00,2025-05-06,2025-05-10,Notebook Pack,Supplies,2.0,46.52,0.25,34.89,20.64,Online,Standard,VAN-WH1,West,True,3.0,Consumer,4,1,14.25,0.40842648323301806,2025-05,2025-05-31,AU,Mid Market,Self-Serve,Active
O501726,C31346,2025-05-02 17:00:00,2025-05-08,2025-05-08,"Monitor 27""",Electronics,4.0,1197.71,0.15,1018.05,733.04,Online,Standard,BER-WH3,West,False,2.0,SMB,0,0,285.01,0.27995678011885466,2025-05,2024-10-25,DE,,Self-Serve,Active
O501727,C30803,2025-06-20 12:00:00,2025-06-25,2025-06-28,Printer Ink,Supplies,1.0,52.69,0.1,47.42,36.63,Retail,Standard,TOR-WH1,East,False,4.0,SMB,3,1,10.79,0.22754112188949807,2025-06,2024-07-18,IN,,Inbound,Active
O501728,C30980,2025-10-09 01:00:00,2025-09-15,2025-09-16,Office Chair,Furniture,2.0,440.93,0.25,330.7,261.95,Retail,Standard,VAN-WH1,EU,False,5.0,Consumer,1,1,68.75,0.20789234956153615,2025-10,2024-01-27,US,,Self-Serve,Churned
O501729,C31329,2025-04-15 06:00:00,2025-04-19,2025-04-22,USB-C Hub,Accessories,1.0,42.66,0.05,40.53,25.26,Retail,Standard,VAN-WH1,Central,False,2.0,Unknown,3,1,15.27,0.37675795706883786,2025-04,2024-06-26,FR,Small Business,Outbound,At Risk
O501730,C30043,2025-02-01 19:00:00,2025-02-08,2025-02-11,Webcam,Electronics,3.0,349.06,0.25,261.8,205.63,Online,Standard,TOR-WH1,EU,False,4.0,Unknown,3,1,56.170000000000016,0.21455309396485872,2025-02,2024-06-22,CA,Small Business,Self-Serve,Active
O501731,C31173,2025-10-30 01:00:00,2025-11-04,2025-11-06,Webcam,Electronics,4.0,407.06,0.0,407.06,227.29,Online,Express,TOR-WH1,EU,False,5.0,Enterprise,2,1,179.77,0.44163022650223555,2025-10,2024-04-04,DE,Startup,Self-Serve,Churned
O501732,C31507,2025-05-12 17:00:00,2025-05-17,2025-05-18,Printer Ink,Supplies,2.0,79.8,0.15,67.83,37.83,B2B Sales,Standard,BER-WH3,East,False,5.0,Enterprise,1,1,30.0,0.44228217602830605,2025-05,2024-06-29,FR,Small Business,Outbound,Churned
O501733,C30797,2025-07-04 15:00:00,2025-07-11,2025-07-12,Webcam,Electronics,1.0,104.44,0.05,99.22,55.13,Marketplace,Same Day,,East,False,2.0,SMB,1,1,44.089999999999996,0.4443660552308002,2025-07,2024-11-11,US,Small Business,Partner,Active
O501734,C30299,2025-09-27 21:00:00,2025-09-29,2025-09-30,Laptop Stand,Accessories,2.0,82.99,0.0,82.99,60.29,Online,Express,,East,False,5.0,Enterprise,1,1,22.699999999999996,0.27352693095553676,2025-09,2024-10-19,,Enterprise,Outbound,Active
O501735,C31111,2025-10-03 07:00:00,2025-10-08,2025-10-12,USB-C Hub,Accessories,2.0,101.0,0.2,80.8,53.01,Retail,Same Day,BER-WH3,West,False,4.0,Enterprise,4,1,27.79,0.34393564356435646,2025-10,2025-07-08,IN,Small Business,Outbound,Churned
O501736,C31729,2025-02-08 16:00:00,2025-08-05,2025-08-07,Desk Lamp,Furniture,1.0,71.48,0.15,60.76,34.09,Retail,Same Day,TOR-WH1,EU,True,2.0,Enterprise,2,1,26.669999999999995,0.4389400921658985,2025-02,2024-12-25,CA,,Self-Serve,At Risk
O501737,C30992,2025-09-01 17:00:00,2025-09-05,2025-09-06,Laptop Stand,Accessories,3.0,125.95,0.05,119.65,93.24,B2B Sales,Same Day,DAL-WH2,East,False,4.0,Enterprise,1,1,26.41000000000001,0.2207271207689094,2025-09,2024-04-14,DE,Enterprise,Inbound,Churned
O501738,C30652,2025-08-26 22:00:00,2025-08-31,2025-08-30,Office Chair,Furniture,1.0,265.85,0.05,252.56,162.54,Online,Standard,VAN-WH1,East,False,4.0,SMB,-1,0,90.02000000000001,0.35643015521064303,2025-08,2024-12-30,IN,Mid Market,Partner,Active
O501739,C31752,2025-11-23 14:00:00,2025-11-25,2025-11-25,Laptop Stand,Accessories,1.0,45.37,0.1,40.83,31.92,Marketplace,Standard,,EU,True,3.0,SMB,0,0,8.909999999999997,0.21822189566495218,2025-11,2025-10-04,IN,Startup,Self-Serve,At Risk
O501740,C31353,2025-01-15 06:00:00,2025-01-18,2025-01-20,Keyboard,Electronics,1.0,83.27,0.0,83.27,54.39,Retail,Standard,DAL-WH2,West,False,2.0,SMB,2,1,28.879999999999995,0.3468235859253032,2025-01,2025-02-24,IN,Small Business,Self-Serve,At Risk
O501741,C31401,2025-01-24 03:00:00,2025-01-30,2025-01-30,Printer Ink,Supplies,3.0,113.98,0.2,91.18,51.55,Online,Express,TOR-WH1,EU,False,2.0,Enterprise,0,0,39.63000000000001,0.43463478833077435,2025-01,2025-03-20,AU,,Inbound,Churned
O501742,C30652,2025-11-12 05:00:00,2025-11-15,2025-11-14,Office Chair,Furniture,1.0,208.79,0.1,187.91,109.31,Marketplace,Express,,EU,False,3.0,Enterprise,-1,0,78.6,0.41828534936937894,2025-11,2024-12-30,IN,Mid Market,Partner,Active
O501743,C30288,2025-08-10 16:00:00,2025-08-13,2025-08-16,Notebook Pack,Supplies,1.0,23.2,0.2,18.56,14.17,Online,Express,VAN-WH1,West,False,1.0,SMB,3,1,4.389999999999999,0.23653017241379307,2025-08,2024-11-01,UK,Mid Market,Self-Serve,Active
O501744,C31078,2025-10-14 05:00:00,2025-10-20,2025-10-23,Laptop Stand,Accessories,1.0,37.76,0.25,28.32,19.02,Retail,Same Day,DAL-WH2,West,True,,SMB,3,1,9.3,0.3283898305084746,2025-10,2024-07-15,US,Small Business,Outbound,Active
O501745,C30818,2025-07-15 20:00:00,2025-07-18,2025-07-17,Keyboard,Electronics,2.0,159.9,0.25,119.93,74.27,Online,Express,VAN-WH1,EU,True,4.0,Enterprise,-1,0,45.66000000000001,0.38072208788459944,2025-07,2025-02-21,DE,Small Business,Inbound,At Risk
O501746,C31475,2025-12-03 04:00:00,2025-12-10,2025-12-10,USB-C Hub,Accessories,3.0,131.52,0.15,111.79,82.69,Online,Same Day,,West,False,2.0,SMB,0,0,29.10000000000001,0.26030950890061727,2025-12,2025-04-12,US,Startup,Partner,Active
O501747,C30470,2025-06-03 01:00:00,2025-06-09,2025-06-12,Keyboard,Electronics,2.0,154.2,0.15,131.07,103.77,Retail,Standard,TOR-WH1,Central,False,3.0,Enterprise,3,1,27.299999999999997,0.20828564888990614,2025-06,2024-06-14,AU,Mid Market,Inbound,Churned
O501748,C30906,2025-11-11 08:00:00,2025-11-13,2025-11-13,"Monitor 27""",Electronics,4.0,1309.85,0.25,982.39,571.5,Online,Standard,,West,False,2.0,Unknown,0,0,410.89,0.4182554789849245,2025-11,2024-10-16,IN,Startup,Outbound,Active
O501749,C31268,2025-04-29 03:00:00,2025-05-03,2025-05-03,Office Chair,Furniture,2.0,512.69,0.1,461.42,313.75,Online,Express,,East,False,2.0,SMB,0,0,147.67000000000002,0.3200338086775606,2025-04,2024-03-17,,Startup,Outbound,Active
O501750,C30820,2025-10-02 11:00:00,2025-10-07,2025-10-07,"Monitor 27""",Electronics,4.0,954.82,0.15,811.6,625.11,B2B Sales,Express,DAL-WH2,West,False,5.0,SMB,0,0,186.49,0.22978068013799902,2025-10,2024-11-28,FR,,Partner,At Risk
O501751,C31605,2025-12-09 07:00:00,2025-12-11,2025-12-14,Notebook Pack,Supplies,1.0,20.1,0.0,20.1,14.12,Online,Standard,VAN-WH1,EU,False,5.0,SMB,3,1,5.980000000000002,0.2975124378109454,2025-12,2024-03-19,US,Mid Market,Partner,Active
O501752,C30407,2025-12-05 10:00:00,2025-05-18,2025-05-19,Laptop Stand,Accessories,1.0,32.55,0.1,29.29,19.55,Online,Same Day,BER-WH3,Central,True,2.0,Consumer,1,1,9.739999999999998,0.3325367019460566,2025-12,2024-08-10,DE,Small Business,Partner,Active
O501753,C31095,2025-09-28 05:00:00,2025-10-03,2025-10-05,Notebook Pack,Supplies,1.0,19.36,0.05,18.39,10.39,Marketplace,Express,TOR-WH1,East,False,3.0,Consumer,2,1,8.0,0.4350190320826536,2025-09,2025-01-01,DE,Mid Market,Outbound,At Risk
O501754,C31346,2025-02-26 10:00:00,2025-02-28,2025-03-03,USB-C Hub,Accessories,7.0,405.04,0.05,384.79,245.7,Online,Express,VAN-WH1,East,False,3.0,SMB,3,1,139.09000000000003,0.3614698926687285,2025-02,2024-10-25,DE,,Self-Serve,Active
O501755,C30001,2025-11-10 21:00:00,2025-11-17,2025-11-21,Office Chair,Furniture,1.0,198.59,0.05,188.66,140.42,B2B Sales,Standard,BER-WH3,East,False,4.0,SMB,4,1,48.24000000000001,0.2556980812042829,2025-11,2024-06-18,US,Startup,Self-Serve,Churned
O501756,C30351,2025-08-30 17:00:00,2025-09-02,2025-09-01,Notebook Pack,Supplies,1.0,21.43,0.25,16.07,11.01,Online,Standard,DAL-WH2,West,False,3.0,Consumer,-1,0,5.0600000000000005,0.31487243310516494,2025-08,2024-08-12,DE,,Self-Serve,Active
O501757,C31306,2025-05-27 05:00:00,2025-05-30,2025-05-29,Webcam,Electronics,6.0,554.06,0.25,415.54,328.01,Online,Standard,,Central,False,4.0,Consumer,-1,0,87.53000000000003,0.21064157481830878,2025-05,2024-05-14,DE,Startup,Partner,Active
O501758,C30173,2025-05-06 22:00:00,2025-05-10,2025-05-11,Keyboard,Electronics,2.0,187.9,0.15,159.72,93.28,Retail,Same Day,BER-WH3,West,False,3.0,SMB,1,1,66.44,0.41597796143250687,2025-05,2024-12-05,UK,Enterprise,Self-Serve,Active
O501759,C31342,2025-04-11 10:00:00,2025-04-13,2025-04-12,"Monitor 27""",Electronics,2.0,572.39,0.15,486.53,294.08,Online,Express,VAN-WH1,West,False,2.0,Consumer,-1,0,192.45,0.39555628635438717,2025-04,2024-02-26,US,Startup,Inbound,At Risk
O501760,C30158,2025-12-09 10:00:00,2025-09-16,2025-09-27,Webcam,Electronics,4.0,491.41,0.1,442.27,258.42,Online,Standard,VAN-WH1,EU,False,4.0,SMB,11,1,183.84999999999997,0.415696294118977,2025-12,2024-04-23,DE,Mid Market,Inbound,Active
O501761,C31756,2025-11-23 09:00:00,2025-11-28,2025-12-02,Desk Lamp,Furniture,4.0,273.61,0.0,273.61,190.94,Online,Standard,DAL-WH2,West,False,2.0,SMB,4,1,82.67000000000002,0.30214538942290126,2025-11,2025-03-13,AU,Enterprise,Self-Serve,Active
O501762,C31528,2025-12-02 13:00:00,2025-12-04,2025-12-08,Mouse,Electronics,4.0,160.98,0.05,152.93,86.0,Retail,Express,BER-WH3,West,False,3.0,Enterprise,4,1,66.93,0.43765121297325577,2025-12,2025-05-06,UK,Enterprise,Outbound,At Risk
O501763,C31459,2025-12-22 03:00:00,2025-12-25,2025-12-27,Desk Lamp,Furniture,3.0,205.15,0.1,184.64,110.49,Online,Express,TOR-WH1,East,False,5.0,Consumer,2,1,74.14999999999999,0.40159228769497396,2025-12,2024-09-22,IN,,Self-Serve,At Risk
O501764,C31238,2025-07-20 17:00:00,2025-07-25,2025-07-28,Office Chair,Furniture,1.0,276.02,0.0,276.02,202.47,B2B Sales,Express,,EU,False,2.0,SMB,3,1,73.54999999999998,0.2664661981015868,2025-07,2024-09-30,CA,Startup,Inbound,Active
O501765,C31167,2025-10-23 06:00:00,2025-10-27,2025-10-31,Laptop Stand,Accessories,1.0,37.03,0.05,35.18,23.12,Retail,Express,TOR-WH1,East,False,3.0,Consumer,4,1,12.059999999999999,0.3428084138715179,2025-10,2025-09-09,FR,Startup,Self-Serve,Churned
O501766,C31380,2025-06-13 06:00:00,2025-06-20,2025-06-19,Mouse,Electronics,1.0,42.42,0.05,40.3,25.36,Marketplace,Same Day,VAN-WH1,West,False,4.0,SMB,-1,0,14.939999999999998,0.3707196029776675,2025-06,2025-01-23,,Mid Market,Self-Serve,At Risk
O501767,C30003,2025-08-27 05:00:00,2025-08-29,2025-09-01,Webcam,Electronics,1.0,88.79,0.05,84.35,64.78,Online,Standard,VAN-WH1,East,False,5.0,Consumer,3,1,19.569999999999993,0.2320094842916419,2025-08,2024-05-20,CA,,Outbound,Active
O501768,C31296,2025-05-11 19:00:00,2025-11-12,2025-11-11,"Monitor 27""",Electronics,3.0,993.16,0.25,744.87,556.51,Retail,Express,TOR-WH1,West,False,2.0,Enterprise,-1,0,188.36,0.2528763408379986,2025-05,2025-03-16,AU,,Self-Serve,At Risk
O501769,C31548,2025-09-26 19:00:00,2025-09-30,2025-10-10,Printer Ink,Supplies,1.0,47.59,0.2,38.07,24.49,Online,Standard,TOR-WH1,EU,False,3.0,Enterprise,10,1,13.580000000000002,0.3567113212503284,2025-09,2024-12-25,AU,Enterprise,Partner,Churned
O501770,C30165,2025-11-11 09:00:00,2025-11-15,2025-11-16,Printer Ink,Supplies,1.0,48.7,0.2,38.96,27.16,Marketplace,Express,,EU,False,2.0,SMB,1,1,11.8,0.3028747433264887,2025-11,2025-08-16,US,Enterprise,Partner,Active
O501771,C30889,2025-09-12 02:00:00,2025-09-14,2025-09-14,Notebook Pack,Supplies,5.0,102.14,0.2,81.71,52.3,Online,Express,DAL-WH2,EU,False,3.0,SMB,0,0,29.409999999999997,0.3599314649369722,2025-09,2025-07-19,AU,Mid Market,Inbound,Churned
O501772,C30835,2025-11-13 08:00:00,2025-11-20,2025-11-21,Printer Ink,Supplies,1.0,47.28,0.05,44.92,28.33,B2B Sales,Standard,BER-WH3,EU,False,5.0,Unknown,1,1,16.590000000000003,0.36932324131789857,2025-11,2024-10-28,UK,Small Business,Outbound,Churned
O501773,C30926,2025-09-14 10:00:00,2025-09-16,2025-09-15,Office Chair,Furniture,2.0,445.66,0.2,356.53,249.38,Online,Express,BER-WH3,East,False,4.0,SMB,-1,0,107.14999999999998,0.300535719294309,2025-09,2024-10-07,IN,Enterprise,Inbound,Churned
O501774,C30884,2025-03-08 06:00:00,2025-03-14,2025-03-13,Printer Ink,Supplies,2.0,88.81,0.15,75.49,57.08,Retail,Express,BER-WH3,West,False,4.0,SMB,-1,0,18.409999999999997,0.2438733607100278,2025-03,2024-07-14,FR,Mid Market,Inbound,At Risk
