order_id,customer_id,order_timestamp,promised_delivery_date,actual_delivery_date,product_name,category,quantity,gross_sales_usd,discount_rate,net_sales_usd,cost_usd,sales_channel,shipping_mode,warehouse,sales_region,returned_flag,satisfaction_score,customer_segment
O500672,C30209,12/06/2025 08:00,2025-06-16,2025-06-17,Desk Lamp,Furniture,5.0,321.64,0.15,273.39,183.56,Online,Express ,,west,True,3.0,smb
O500673,C31609,2025-07-25 16:00:00,2025-07-28,2025-07-29,Desk Lamp,Furniture,1.0,52.25,0.25,39.19,30.33,Online,Same Day,VAN-WH1,West,False,4.0,Consumer
O500674,C30438,2025-07-09 14:00:00,2025-07-15,2025-07-18,Desk Lamp,Furniture,2.0,100.46,0.0,100.46,55.61,B2B Sales,Same Day,TOR-WH1,West,False,4.0,Consumer
O500675,C31700,2025-06-27 13:00:00,2025-06-29,2025-06-30,Mouse,Electronics,1.0,43.19,0.05,41.03,25.37,Marketplace,Standard,TOR-WH1,West,True,3.0,Consumer
O500676,C31622,2025-01-21 07:00:00,2025-01-26,2025-01-26,Webcam,Electronics,2.0,222.34,0.05,211.22,161.39,online,Same Day,TOR-WH1,West,False,3.0,Enterprise
O500677,C30723,2025-09-10 17:00:00,2025-09-17,2025-09-21,"Monitor 27""",Electronics,4.0,1205.17,0.15,1024.39,594.57,Marketplace,Standard,,West,False,3.0,Consumer
O500678,C30613,2025-02-12 07:00:00,2025-02-18,2025-02-17,USB-C Hub,Accessories,1.0,43.59,0.05,41.41,29.09,B2B Sales,Standard,,West,False,3.0,smb
O500679,C30662,2025-12-04 02:00:00,2025-12-11,2025-12-12,Desk Lamp,Furniture,1.0,69.37,0.25,52.03,41.44,online,Standard,,East,False,5.0,smb
O500680,C30262,03/07/2025 05:00,2025-07-05,2025-07-04,Desk Lamp,Furniture,3.0,188.08,0.0,188.08,109.35,Marketplace,standard,VAN-WH1,west,False,3.0,smb
O500681,C30591,2025-10-12 00:00:00,2025-10-17,2025-10-17,Mouse,Electronics,3.0,112.29,0.0,112.29,83.4,Marketplace,Same Day,DAL-WH2,EU,False,3.0,smb
O500682,C30377,2025-10-03 17:00:00,2025-10-07,10/09/2025,Printer Ink,Supplies,4.0,180.76,0.25,135.57,81.58,Marketplace,Express,VAN-WH1,East,False,5.0,
O500683,C30297,2025-12-23 02:00:00,2025-12-27,2025-12-31,Webcam,Electronics,3.0,369.12,0.2,295.3,235.63,B2B Sales,Same Day,TOR-WH1,East,False,3.0,SMB
O500684,C30859,2025-10-23 02:00:00,2025-10-30,2025-11-01,Webcam,Electronics,1.0,114.25,0.2,91.4,52.84,Retail,Express ,,west,False,4.0,SMB
O500685,C30677,2025-09-30 13:00:00,2025-10-06,2025-10-10,Printer Ink,Supplies,4.0,202.7,0.0,202.7,148.2,Marketplace,Express ,VAN-WH1,Central,False,3.0,
O500686,C31436,2025-01-04 16:00:00,2025-01-08,2025-01-12,Printer Ink,Supplies,1.0,50.36,0.1,45.32,31.09,Retail,Express ,VAN-WH1,EU,False,3.0,Enterprise
O500687,C30078,2025-07-16 22:00:00,2025-07-20,2025-07-24,Notebook Pack,Supplies,2.0,44.54,0.0,44.54,34.16,Retail,Standard,BER-WH3,EU,False,3.0,SMB
O500688,C31312,09/08/2025 15:00,2025-08-15,2025-08-16,"Monitor 27""",Electronics,1.0,246.49,0.05,234.17,166.37,Online,standard,BER-WH3,West,False,2.0,Consumer
O500689,C30566,2025-05-18 09:00:00,2025-05-22,2025-05-24,Laptop Stand,Accessories,1.0,39.19,0.05,37.23,22.03,Online,Same Day,,East,True,3.0,Consumer
O500690,C31136,2025-08-27 19:00:00,2025-09-02,2025-09-01,Keyboard,Electronics,1.0,79.56,0.1,71.6,54.56,Online,Express,DAL-WH2,Central,False,3.0,Consumer
O500691,C30852,2025-08-01 15:00:00,2025-08-04,2025-08-06,Webcam,Electronics,2.0,197.36,0.15,167.76,121.24,Marketplace,standard,BER-WH3,Central,False,3.0,Consumer
O500692,C31529,2025-07-06 18:00:00,2025-07-10,2025-07-18,Keyboard,Electronics,4.0,327.81,0.1,295.03,205.66,Marketplace,standard,DAL-WH2,West,False,3.0,Consumer
O500693,C31144,2025-11-16 00:00:00,2025-11-18,11/21/2025,"Monitor 27""",Electronics,3.0,898.83,0.2,719.06,475.43,Marketplace,Same Day,TOR-WH1,East,False,2.0,Consumer
O500694,C30733,2025-03-27 12:00:00,2025-04-03,2025-04-06,Mouse,Electronics,1.0,38.65,0.15,32.85,19.25,B2B Sales,Standard,VAN-WH1,EU,True,2.0,Consumer
O500695,C31084,2025-11-22 17:00:00,2025-11-26,2025-11-27,USB-C Hub,Accessories,1.0,54.09,0.2,43.27,33.02,Retail,Express,DAL-WH2,West,False,2.0,Enterprise
O500696,C31433,20/04/2025 05:00,2025-04-27,2025-04-27,Desk Lamp,Furniture,1.0,57.48,0.2,45.98,29.99,Retail,standard,VAN-WH1,West,False,4.0,
O500697,C30567,2025-04-21 13:00:00,2025-04-23,2025-04-22,"Monitor 27""",Electronics,1.0,316.1,0.15,268.69,194.3,online,Express ,BER-WH3,West,False,3.0,Consumer
O500698,C30914,2025-12-15 12:00:00,2025-12-20,2025-12-21,Webcam,Electronics,1.0,104.5,0.2,83.6,52.76,Online,Standard,VAN-WH1,EU,False,4.0,smb
O500699,C31477,2025-04-24 11:00:00,2025-05-01,2025-05-02,USB-C Hub,Accessories,1.0,42.13,0.25,31.6,19.95,B2B Sales,Express,,Central,False,2.0,Enterprise
O500700,C31154,2025-03-06 19:00:00,2025-03-11,2025-03-14,"Monitor 27""",Electronics,1.0,263.3,0.05,250.13,155.48,Marketplace,Express ,DAL-WH2,East,False,3.0,Enterprise
O500701,C31612,2025-12-22 17:00:00,2025-12-28,2025-12-28,Mouse,Electronics,3.0,122.73,0.2,98.18,54.67,B2B Sales,standard,DAL-WH2,west,False,3.0,
O500702,C30088,2025-03-14 22:00:00,2025-03-19,2025-03-23,Laptop Stand,Accessories,4.0,173.55,0.2,138.84,95.34,Marketplace,Standard,,EU,True,4.0,
O500703,C30815,2025-07-09 15:00:00,2025-07-11,2025-07-12,Mouse,Electronics,1.0,45.25,0.15,38.46,29.88,B2B Sales,Express,DAL-WH2,west,False,3.0,
O500704,C30963,05/04/2025 13:00,2025-04-07,04/06/2025,Laptop Stand,Accessories,2.0,88.12,0.0,88.12,60.89,Retail,Same Day,TOR-WH1,EU,False,4.0,Enterprise
O500705,C31406,2025-02-19 00:00:00,2025-02-22,2025-02-26,"Monitor 27""",Electronics,4.0,1001.1,0.1,900.99,564.36,B2B Sales,Express ,DAL-WH2,west,False,3.0,Enterprise
O500706,C30145,2025-12-26 08:00:00,2026-01-01,2026-01-02,Desk Lamp,Furniture,2.0,116.88,0.05,111.04,78.33,B2B Sales,Express,,East,False,4.0,
O500707,C30407,2025-02-15 06:00:00,2025-02-22,2025-02-23,Printer Ink,Supplies,1.0,40.27,0.0,40.27,27.77,Retail,Standard,BER-WH3,west,False,4.0,Enterprise
O500708,C30336,2025-06-22 10:00:00,2025-06-26,2025-06-26,Laptop Stand,Accessories,1.0,35.04,0.2,28.03,16.05,Online,Express,TOR-WH1,West,False,3.0,
O500709,C30611,2025-03-05 00:00:00,2025-03-10,2025-03-14,Office Chair,Furniture,1.0,266.51,0.05,253.18,155.85,Retail,Standard,VAN-WH1,East,False,3.0,Enterprise
O500710,C30648,2025-03-02 08:00:00,2025-03-08,2025-03-11,Printer Ink,Supplies,1.0,42.6,0.05,40.47,32.17,Retail,Express ,DAL-WH2,East,False,4.0,Enterprise
O500711,C30498,2025-10-10 09:00:00,2025-10-15,2025-10-16,Notebook Pack,Supplies,5.0,115.39,0.25,86.54,50.56,Retail,Same Day,BER-WH3,Central,False,3.0,Enterprise
O500712,C30477,07/01/2025 09:00,2025-01-10,2025-01-12,Office Chair,Furniture,1.0,220.87,0.1,198.78,128.15,Online,Express,TOR-WH1,East,False,3.0,Enterprise
O500713,C31396,2025-07-14 18:00:00,2025-07-19,2025-07-21,Laptop Stand,Accessories,2.0,70.45,0.25,52.84,37.11,Marketplace,Standard,TOR-WH1,west,False,2.0,SMB
O500714,C30143,2025-10-22 21:00:00,2025-10-29,2025-11-02,"Monitor 27""",Electronics,2.0,508.84,0.2,407.07,287.63,Online,Express ,VAN-WH1,Central,False,4.0,smb
O500715,C30024,2025-09-29 13:00:00,2025-10-01,10/02/2025,"Monitor 27""",Electronics,3.0,747.64,0.2,598.11,456.5,B2B Sales,Express ,BER-WH3,west,False,4.0,Consumer
O500716,C30110,2025-08-30 07:00:00,2025-09-03,2025-09-02,Keyboard,Electronics,3.0,225.19,0.25,168.89,127.85,Retail,Same Day,VAN-WH1,West,False,4.0,SMB
O500717,C30108,2025-01-16 10:00:00,2025-01-22,2025-02-03,USB-C Hub,Accessories,3.0,159.69,0.05,151.71,89.6,B2B Sales,Express ,TOR-WH1,West,False,3.0,Enterprise
O500718,C31446,2025-05-20 21:00:00,2025-05-25,2025-05-24,Office Chair,Furniture,1.0,270.92,0.05,257.37,162.76,B2B Sales,Same Day,VAN-WH1,East,False,3.0,Consumer
O500719,C30680,2025-04-28 08:00:00,2025-05-02,2025-05-04,Mouse,Electronics,1.0,39.3,0.2,31.44,19.51,B2B Sales,Express,DAL-WH2,west,False,3.0,SMB
O500720,C31745,19/07/2025 08:00,2025-07-22,2025-07-22,Keyboard,Electronics,4.0,289.35,0.25,217.01,159.5,Retail,Same Day,,East,False,4.0,SMB
O500721,C30862,2025-08-20 20:00:00,2025-08-24,2025-08-23,Keyboard,Electronics,2.0,194.69,0.2,155.75,88.73,online,standard,VAN-WH1,EU,True,1.0,smb
O500722,C30289,2025-07-04 00:00:00,2025-07-10,2025-07-12,Webcam,Electronics,1.0,103.67,0.1,93.3,62.07,B2B Sales,Express,BER-WH3,West,True,3.0,SMB
O500723,C31457,2025-12-27 11:00:00,2025-12-29,2025-12-28,Webcam,Electronics,1.0,113.67,0.0,113.67,83.76,B2B Sales,Standard,VAN-WH1,East,False,4.0,
O500724,C30974,2025-01-06 17:00:00,2025-01-08,2025-01-09,Mouse,Electronics,1.0,43.89,0.2,35.11,20.13,B2B Sales,Express,TOR-WH1,Central,False,4.0,SMB
O500725,C31346,2025-03-16 21:00:00,2025-03-22,2025-03-26,Notebook Pack,Supplies,2.0,37.28,0.15,31.69,25.07,online,Standard,VAN-WH1,West,False,3.0,SMB
O500726,C30404,2025-06-25 11:00:00,2025-06-30,07/02/2025,Mouse,Electronics,4.0,190.17,0.05,180.66,110.68,Online,standard,,west,False,4.0,Enterprise
O500727,C31137,2025-08-06 11:00:00,2025-08-10,2025-08-11,Printer Ink,Supplies,1.0,39.79,0.2,31.83,21.2,Online,standard,VAN-WH1,EU,False,4.0,Enterprise
O500728,C30732,30/08/2025 11:00,2025-09-04,2025-09-07,Desk Lamp,Furniture,3.0,168.89,0.2,135.11,94.1,online,standard,TOR-WH1,East,False,3.0,
O500729,C31274,2025-05-21 20:00:00,2025-05-27,2025-05-30,Webcam,Electronics,2.0,240.27,0.15,204.23,124.84,Marketplace,standard,BER-WH3,EU,False,,SMB
O500730,C31125,2025-07-30 08:00:00,2025-08-05,2025-08-09,USB-C Hub,Accessories,3.0,134.79,0.25,101.09,79.22,Marketplace,Express ,VAN-WH1,West,False,4.0,
O500731,C30387,2025-05-04 02:00:00,2025-05-08,2025-05-07,Keyboard,Electronics,3.0,210.75,0.15,179.14,113.18,Online,Express ,,East,False,3.0,Consumer
O500732,C30760,2025-09-10 22:00:00,2025-09-13,2025-09-15,Laptop Stand,Accessories,1.0,38.89,0.2,31.11,20.38,Marketplace,Express,DAL-WH2,West,True,2.0,Enterprise
O500733,C31315,2025-11-05 12:00:00,2025-11-09,2025-11-11,Mouse,Electronics,1.0,38.19,0.2,30.55,20.31,Marketplace,standard,DAL-WH2,EU,False,3.0,SMB
O500734,C30820,2025-05-13 21:00:00,2025-05-19,2025-05-30,Notebook Pack,Supplies,5.0,98.34,0.05,93.42,66.57,Retail,standard,VAN-WH1,West,False,4.0,Consumer
O500735,C30893,2025-04-13 18:00:00,2025-04-18,2025-04-17,Office Chair,Furniture,3.0,739.98,0.15,628.98,460.09,B2B Sales,Standard,TOR-WH1,Central,False,3.0,smb
O500736,C31522,25/02/2025 20:00,2025-02-27,2025-03-03,USB-C Hub,Accessories,1.0,57.91,0.25,43.43,27.92,Retail,Express ,,East,False,3.0,
O500737,C30579,2025-11-25 04:00:00,2025-12-01,11/30/2025,Notebook Pack,Supplies,4.0,65.44,0.2,52.35,38.03,Online,standard,BER-WH3,East,False,3.0,Enterprise
O500738,C30448,2025-03-09 10:00:00,2025-03-12,2025-03-12,USB-C Hub,Accessories,4.0,218.66,0.15,185.86,111.72,B2B Sales,Standard,BER-WH3,West,False,4.0,SMB
O500739,C31687,2025-12-28 06:00:00,2025-12-31,2026-01-02,Webcam,Electronics,3.0,299.64,0.15,254.69,201.27,online,standard,DAL-WH2,West,False,5.0,Consumer
O500740,C30362,2025-05-21 07:00:00,2025-05-25,2025-05-25,Keyboard,Electronics,4.0,281.37,0.2,225.1,144.44,B2B Sales,Same Day,TOR-WH1,East,False,3.0,
O500741,C31094,2025-04-30 11:00:00,2025-05-06,2025-05-09,Desk Lamp,Furniture,3.0,159.35,0.1,143.41,107.4,Retail,Standard,TOR-WH1,west,False,4.0,Consumer
O500742,C30573,2025-08-09 10:00:00,2025-08-12,2025-08-11,Desk Lamp,Furniture,1.0,69.85,0.0,69.85,44.8,online,Standard,DAL-WH2,East,False,5.0,Consumer
O500743,C30231,2025-08-30 19:00:00,2025-09-02,2025-09-02,Laptop Stand,Accessories,2.0,73.6,0.2,58.88,37.34,Marketplace,Standard,TOR-WH1,EU,False,4.0,smb
O500744,C30394,09/05/2025 02:00,2025-05-13,2025-05-15,Notebook Pack,Supplies,2.0,45.86,0.15,38.98,23.55,B2B Sales,Express ,DAL-WH2,West,False,4.0,Enterprise
O500745,C31181,2025-11-28 10:00:00,2025-12-01,2025-12-03,Webcam,Electronics,1.0,90.15,0.0,90.15,68.54,B2B Sales,Same Day,DAL-WH2,West,False,3.0,
O500746,C30377,2025-01-19 09:00:00,2025-01-21,2025-01-20,Notebook Pack,Supplies,1.0,18.24,0.15,15.5,10.52,Online,Express,VAN-WH1,west,False,4.0,smb
O500747,C31575,2025-04-05 14:00:00,2025-04-10,2025-04-10,Webcam,Electronics,4.0,384.21,0.05,365.0,236.8,Marketplace,Express,BER-WH3,East,False,4.0,Enterprise
O500748,C30038,2025-04-07 13:00:00,2025-04-14,04/18/2025,"Monitor 27""",Electronics,1.0,309.33,0.2,247.46,141.54,Retail,Express,BER-WH3,Central,False,3.0,Enterprise
O500749,C31448,2025-06-22 20:00:00,2025-06-24,2025-06-26,Laptop Stand,Accessories,2.0,88.81,0.25,66.61,40.95,Retail,Same Day,VAN-WH1,West,False,4.0,Consumer
O500750,C31629,2025-09-05 13:00:00,2025-09-09,2025-09-11,Notebook Pack,Supplies,3.0,63.69,0.2,50.95,31.08,Marketplace,Same Day,VAN-WH1,west,False,3.0,Enterprise
O500751,C30182,2025-08-16 00:00:00,2025-08-20,2025-08-22,Keyboard,Electronics,3.0,288.45,0.0,288.45,175.0,B2B Sales,Express,TOR-WH1,West,True,,
O500752,C30554,25/10/2025 06:00,2025-10-30,2025-11-01,Office Chair,Furniture,1.0,247.58,0.25,185.69,104.13,online,Express,,East,False,4.0,Consumer
O500753,C30824,2025-05-29 09:00:00,2025-06-01,2025-05-31,Mouse,Electronics,1.0,44.83,0.05,42.59,30.86,Retail,Same Day,BER-WH3,West,False,4.0,smb
O500754,C30991,2025-03-22 09:00:00,2025-03-27,2025-03-31,Office Chair,Furniture,1.0,199.27,0.1,179.34,105.22,Online,Same Day,DAL-WH2,Central,False,4.0,Enterprise
O500755,C31134,2025-10-09 16:00:00,2025-10-12,2025-10-13,Printer Ink,Supplies,1.0,44.29,0.25,33.22,21.69,Online,Express,TOR-WH1,Central,False,4.0,Consumer
O500756,C30543,2025-03-29 10:00:00,2025-04-05,2025-04-04,Keyboard,Electronics,2.0,193.03,0.05,183.38,106.46,online,Standard,TOR-WH1,East,False,3.0,SMB
O500757,C31657,2025-03-27 11:00:00,2025-04-01,2025-04-01,Mouse,Electronics,2.0,70.61,0.15,60.02,34.19,online,Same Day,DAL-WH2,West,False,2.0,SMB
O500758,C31272,2025-03-18 09:00:00,2025-03-21,2025-03-24,Desk Lamp,Furniture,2.0,138.69,0.25,104.02,61.8,Online,Express,VAN-WH1,East,True,2.0,Enterprise
O500759,C30644,2025-09-26 12:00:00,2025-09-30,10/02/2025,Desk Lamp,Furniture,1.0,67.58,0.2,54.06,33.99,online,Express ,DAL-WH2,Central,False,4.0,Enterprise
O500760,C30826,02/11/2025 12:00,2025-11-04,2025-11-05,Desk Lamp,Furniture,1.0,65.5,0.2,52.4,38.62,online,Express ,VAN-WH1,west,False,3.0,SMB
O500761,C31034,2025-05-18 06:00:00,2025-05-20,2025-05-24,Notebook Pack,Supplies,1.0,21.91,0.05,20.81,13.41,Online,Standard,TOR-WH1,East,False,3.0,Enterprise
O500762,C31173,2025-08-31 09:00:00,2025-09-02,2025-09-06,Desk Lamp,Furniture,1.0,58.7,0.2,46.96,27.28,Online,Standard,,East,False,4.0,smb
O500763,C31780,2025-04-24 19:00:00,2025-04-28,2025-05-02,Office Chair,Furniture,7.0,1856.85,0.1,1671.16,1087.74,online,Standard,TOR-WH1,EU,False,4.0,SMB
O500764,C30126,2025-04-29 05:00:00,2025-05-04,2025-05-10,"Monitor 27""",Electronics,3.0,965.21,0.25,723.91,495.85,Marketplace,Express,DAL-WH2,Central,False,5.0,SMB
O500765,C30494,2025-08-29 06:00:00,2025-09-03,2025-09-04,Keyboard,Electronics,3.0,216.95,0.25,162.71,93.82,B2B Sales,Standard,DAL-WH2,East,False,3.0,smb
O500766,C30108,2025-11-07 21:00:00,2025-11-10,2025-11-23,Notebook Pack,Supplies,1.0,18.26,0.1,16.43,11.1,Online,Express ,TOR-WH1,West,True,2.0,Enterprise
O500767,C30070,2025-12-18 22:00:00,2025-12-21,2025-12-24,Laptop Stand,Accessories,3.0,129.24,0.25,96.93,76.82,Marketplace,Express ,DAL-WH2,Central,False,4.0,
O500768,C30014,26/10/2025 01:00,2025-11-02,2025-11-02,USB-C Hub,Accessories,2.0,106.83,0.05,101.49,56.54,Retail,Express ,DAL-WH2,West,False,3.0,
O500769,C30214,2025-07-07 11:00:00,2025-07-10,2025-07-12,Printer Ink,Supplies,4.0,157.44,0.25,118.08,68.91,Marketplace,Express ,,West,False,4.0,Consumer
O500770,C31244,2025-01-15 20:00:00,2025-01-18,01/30/2025,Printer Ink,Supplies,1.0,39.47,0.2,31.58,21.4,B2B Sales,Same Day,,EU,False,3.0,smb
O500771,C31620,2025-05-22 01:00:00,2025-05-27,2025-05-29,Desk Lamp,Furniture,1.0,70.59,0.0,70.59,49.15,Marketplace,Same Day,TOR-WH1,Central,False,4.0,
O500772,C30647,2025-07-18 11:00:00,2025-07-21,2025-07-24,Office Chair,Furniture,1.0,257.43,0.0,257.43,164.58,Marketplace,standard,DAL-WH2,West,False,4.0,Enterprise
O500773,C31733,2025-01-24 20:00:00,2025-01-30,2025-01-30,Office Chair,Furniture,1.0,236.62,0.05,224.79,140.66,Online,Express,,EU,False,3.0,Consumer
O500774,C30986,2025-08-19 21:00:00,2025-08-24,2025-08-24,Webcam,Electronics,1.0,114.98,0.2,91.98,56.2,Online,Express,VAN-WH1,Central,False,3.0,Enterprise
O500775,C31267,2025-08-16 21:00:00,2025-08-18,2025-08-21,Laptop Stand,Accessories,2.0,65.6,0.05,62.32,48.63,online,Express ,VAN-WH1,Central,False,4.0,Consumer
O500776,C30723,23/09/2025 15:00,2025-09-27,2025-10-01,Webcam,Electronics,1.0,107.29,0.0,107.29,60.94,Retail,Same Day,DAL-WH2,East,False,4.0,SMB
O500777,C30719,2025-09-06 19:00:00,2025-09-12,2025-09-16,Notebook Pack,Supplies,1.0,20.54,0.0,20.54,13.1,Marketplace,Standard,TOR-WH1,Central,False,,SMB
O500778,C31493,2025-09-30 14:00:00,2025-10-02,2025-10-04,Webcam,Electronics,1.0,90.55,0.15,76.97,60.56,Marketplace,Express ,DAL-WH2,East,False,4.0,smb
O500779,C30157,2025-06-13 02:00:00,2025-06-18,2025-06-22,Notebook Pack,Supplies,3.0,52.91,0.1,47.62,37.97,Online,Same Day,TOR-WH1,West,False,4.0,smb
O500780,C31451,2025-03-15 14:00:00,2025-03-22,2025-03-21,Printer Ink,Supplies,5.0,189.05,0.2,151.24,109.62,B2B Sales,Express,DAL-WH2,West,False,3.0,Enterprise
O500781,C30946,2025-01-13 22:00:00,2025-01-16,01/17/2025,Webcam,Electronics,1.0,106.89,0.2,85.51,58.3,Online,standard,,EU,False,4.0,smb
O500782,C30676,2025-03-31 01:00:00,2025-04-05,2025-04-09,Webcam,Electronics,2.0,216.18,0.05,205.37,121.49,B2B Sales,Standard,BER-WH3,EU,False,2.0,Consumer
O500783,C30178,2025-02-18 12:00:00,2025-02-23,2025-02-25,Keyboard,Electronics,4.0,376.51,0.1,338.86,206.5,Retail,standard,,East,False,5.0,SMB
O500784,C30232,13/06/2025 04:00,2025-06-16,2025-06-15,Notebook Pack,Supplies,2.0,36.63,0.25,27.47,21.16,B2B Sales,standard,BER-WH3,Central,False,3.0,
O500785,C31654,2025-10-07 03:00:00,2025-10-11,2025-10-19,USB-C Hub,Accessories,1.0,47.86,0.15,40.68,28.53,online,Same Day,TOR-WH1,Central,False,4.0,smb
O500786,C31466,2025-05-08 17:00:00,2025-05-14,2025-05-18,USB-C Hub,Accessories,1.0,42.51,0.25,31.88,23.11,online,Express,DAL-WH2,west,False,3.0,Enterprise
O500787,C31147,2025-03-15 16:00:00,2025-03-17,2025-03-21,Laptop Stand,Accessories,3.0,112.83,0.25,84.62,53.18,Marketplace,Same Day,,west,False,2.0,
O500788,C30492,2025-08-25 15:00:00,2025-08-29,2025-08-28,USB-C Hub,Accessories,1.0,47.34,0.15,40.24,30.19,online,Express ,VAN-WH1,East,False,3.0,SMB
O500789,C31382,2025-12-24 03:00:00,2025-12-26,2025-12-25,"Monitor 27""",Electronics,1.0,296.57,0.1,266.91,191.27,Online,standard,BER-WH3,West,False,2.0,Consumer
O500790,C30915,2025-01-13 22:00:00,2025-01-16,2025-01-18,Office Chair,Furniture,3.0,598.59,0.0,598.59,421.59,online,Express,VAN-WH1,East,False,3.0,smb
O500791,C30072,2025-10-03 12:00:00,2025-10-06,2025-10-08,Webcam,Electronics,1.0,121.21,0.0,121.21,81.16,Online,Express ,VAN-WH1,Central,False,3.0,
O500792,C31728,01/05/2025 09:00,2025-05-03,05/04/2025,USB-C Hub,Accessories,3.0,144.67,0.05,137.44,81.05,B2B Sales,Standard,TOR-WH1,west,False,4.0,
O500793,C31573,2025-03-17 12:00:00,2025-03-22,2025-03-25,Printer Ink,Supplies,1.0,53.54,0.05,50.86,34.72,Retail,standard,BER-WH3,Central,False,3.0,
O500794,C31766,2025-10-09 07:00:00,2025-10-16,2025-10-15,Keyboard,Electronics,2.0,156.53,0.25,117.4,83.17,Retail,Standard,DAL-WH2,west,False,3.0,SMB
O500795,C30882,2025-09-30 15:00:00,2025-10-02,2025-10-03,USB-C Hub,Accessories,5.0,246.76,0.15,209.75,144.23,online,Standard,TOR-WH1,EU,False,4.0,smb
O500796,C31530,2025-02-22 00:00:00,2025-03-01,2025-03-03,Mouse,Electronics,1.0,39.51,0.1,35.56,26.55,Retail,Standard,DAL-WH2,EU,False,5.0,
O500797,C30708,2025-06-11 05:00:00,2025-06-18,2025-06-19,Office Chair,Furniture,4.0,1039.1,0.0,1039.1,580.91,Marketplace,Express,BER-WH3,Central,False,3.0,smb
O500798,C30525,2025-06-24 02:00:00,2025-06-29,2025-07-01,USB-C Hub,Accessories,2.0,89.89,0.2,71.91,55.85,Retail,Express,DAL-WH2,East,False,4.0,
O500799,C30685,2025-08-16 22:00:00,2025-08-18,2025-08-18,Laptop Stand,Accessories,1.0,41.94,0.1,37.75,21.13,Online,Express ,BER-WH3,Central,False,3.0,
O500800,C30000,19/01/2025 06:00,2025-01-23,2025-01-23,Laptop Stand,Accessories,1.0,44.99,0.1,40.49,28.13,Online,standard,TOR-WH1,East,False,4.0,SMB
O500801,C30994,2025-05-12 00:00:00,2025-05-16,2025-05-18,Notebook Pack,Supplies,2.0,42.68,0.2,34.14,24.02,Online,Express ,,Central,False,,
O500802,C31139,2025-07-04 03:00:00,2025-07-11,2025-07-13,Printer Ink,Supplies,5.0,221.28,0.15,188.09,124.67,Marketplace,standard,,EU,False,5.0,Consumer
O500803,C30937,2025-11-18 00:00:00,2025-11-25,11/28/2025,Printer Ink,Supplies,3.0,131.76,0.2,105.41,82.17,B2B Sales,Express ,BER-WH3,Central,True,2.0,smb
O500804,C30328,2025-08-04 20:00:00,2025-08-09,2025-08-13,Printer Ink,Supplies,1.0,52.73,0.05,50.09,27.8,Marketplace,Express ,DAL-WH2,EU,False,3.0,Consumer
O500805,C30628,2025-05-04 02:00:00,2025-05-08,2025-05-12,Webcam,Electronics,2.0,197.73,0.25,148.3,117.26,online,standard,TOR-WH1,West,False,4.0,smb
O500806,C30730,2025-03-13 19:00:00,2025-03-19,2025-03-20,"Monitor 27""",Electronics,2.0,523.25,0.15,444.76,256.49,Retail,Express ,DAL-WH2,East,False,5.0,smb
O500807,C31050,2025-11-04 01:00:00,2025-11-06,2025-11-09,Desk Lamp,Furniture,3.0,191.87,0.2,153.5,111.92,Online,Express,BER-WH3,East,False,5.0,smb
O500808,C30589,17/09/2025 19:00,2025-09-20,2025-09-30,Keyboard,Electronics,2.0,169.98,0.1,152.98,120.47,Retail,Express ,DAL-WH2,East,False,1.0,Enterprise
O500809,C31740,2025-09-29 18:00:00,2025-10-04,2025-10-07,Office Chair,Furniture,1.0,215.71,0.0,215.71,167.02,Retail,standard,,East,False,4.0,SMB
O500810,C31382,2025-06-28 15:00:00,2025-07-05,2025-07-04,Laptop Stand,Accessories,3.0,119.01,0.1,107.11,75.16,Marketplace,standard,BER-WH3,west,False,3.0,smb
O500811,C30966,2025-06-08 13:00:00,2025-06-15,2025-06-16,"Monitor 27""",Electronics,1.0,317.19,0.25,237.89,168.01,Online,Express ,,West,False,3.0,Enterprise
O500812,C31258,2025-12-01 00:00:00,2025-12-07,2025-12-11,Office Chair,Furniture,4.0,1012.15,0.05,961.54,574.95,online,Same Day,,EU,False,3.0,SMB
O500813,C31596,2025-04-13 05:00:00,2025-04-18,2025-04-22,Laptop Stand,Accessories,3.0,100.69,0.05,95.66,60.0,Online,Express,BER-WH3,East,False,2.0,Enterprise
O500814,C30655,2025-12-09 08:00:00,2025-12-13,12/15/2025,"Monitor 27""",Electronics,3.0,950.14,0.25,712.61,425.84,Marketplace,standard,TOR-WH1,East,False,4.0,SMB
O500815,C31695,2025-03-02 22:00:00,2025-03-07,2025-03-18,Mouse,Electronics,1.0,36.48,0.2,29.18,23.31,online,Express ,DAL-WH2,EU,False,3.0,SMB
O500816,C31504,16/06/2025 15:00,2025-06-19,2025-06-19,Mouse,Electronics,2.0,85.52,0.05,81.24,47.28,online,Standard,VAN-WH1,EU,False,2.0,Enterprise
O500817,C31226,2025-08-12 20:00:00,2025-08-15,2025-08-17,Webcam,Electronics,2.0,171.36,0.05,162.79,100.27,Marketplace,Express,BER-WH3,West,False,4.0,SMB
O500818,C30544,2025-11-12 07:00:00,2025-11-14,2025-11-13,Laptop Stand,Accessories,4.0,148.92,0.1,134.03,99.86,online,Standard,,EU,False,5.0,smb
O500819,C31594,2025-10-05 13:00:00,2025-10-08,2025-10-21,Laptop Stand,Accessories,3.0,101.47,0.05,96.4,55.17,Marketplace,Standard,,East,False,5.0,SMB
